,date_clean,trail,target,PRCP,PRCP_3d,PRCP_5d,TMAX_5d
1956,2020-06-12,Premier Health Bike Park,1,0.0,0.009999999999991118,0.1399999999999909,85.8
1968,2020-06-13,Premier Health Bike Park,1,0.0,0.0,0.1399999999999909,84.2
1980,2020-06-14,Premier Health Bike Park,1,0.0,0.0,0.009999999999990896,81.8
1993,2020-06-15,Premier Health Bike Park,1,0.0,0.0,0.0,79.8
2007,2020-06-16,Premier Health Bike Park,1,0.0,0.0,0.0,80.0
2016,2020-06-17,Premier Health Bike Park,1,0.0,0.0,0.0,79.8
2028,2020-06-18,Premier Health Bike Park,1,0.03,0.029999999999991117,0.029999999999990895,80.8
2040,2020-06-19,Premier Health Bike Park,1,0.0,0.029999999999991117,0.029999999999990895,83.6
2053,2020-06-20,Premier Health Bike Park,1,0.0,0.029999999999991117,0.029999999999990895,86.0
2064,2020-06-21,Premier Health Bike Park,1,0.16,0.15999999999999112,0.1899999999999909,87.6
2076,2020-06-22,Premier Health Bike Park,1,0.42,0.5799999999999911,0.6099999999999909,87.8
2089,2020-06-23,Premier Health Bike Park,0,0.38,0.9599999999999911,0.9599999999999909,87.2
2100,2020-06-24,Premier Health Bike Park,1,0.0,0.7999999999999912,0.9599999999999909,85.6
2117,2020-06-25,Premier Health Bike Park,1,0.0,0.3799999999999912,0.9599999999999909,84.2
2124,2020-06-26,Premier Health Bike Park,1,0.05,0.049999999999991177,0.849999999999991,83.2
2141,2020-06-27,Premier Health Bike Park,1,0.03,0.07999999999999118,0.4599999999999909,82.6
2153,2020-06-28,Premier Health Bike Park,0,0.62,0.6999999999999912,0.6999999999999909,82.8
2160,2020-06-29,Premier Health Bike Park,1,0.0,0.6499999999999911,0.699999999999991,84.4
2177,2020-06-30,Premier Health Bike Park,0,1.21,1.8299999999999912,1.9099999999999908,84.8
2184,2020-07-01,Premier Health Bike Park,0,0.0,1.209999999999991,1.8599999999999908,85.8
2201,2020-07-02,Premier Health Bike Park,1,0.0,1.209999999999991,1.8299999999999907,87.2
2213,2020-07-03,Premier Health Bike Park,1,0.0,0.0,1.2099999999999909,89.2
2220,2020-07-04,Premier Health Bike Park,1,0.0,0.0,1.2099999999999909,90.2
2232,2020-07-05,Premier Health Bike Park,1,0.0,0.0,0.0,92.0
2244,2020-07-06,Premier Health Bike Park,1,0.4,0.39999999999999114,0.3999999999999909,92.2
2261,2020-07-07,Premier Health Bike Park,1,0.0,0.39999999999999114,0.3999999999999909,92.6
2273,2020-07-08,Premier Health Bike Park,1,0.0,0.39999999999999114,0.3999999999999909,92.4
2280,2020-07-09,Premier Health Bike Park,0,0.92,0.9199999999999912,1.319999999999991,91.6
2297,2020-07-10,Premier Health Bike Park,1,0.04,0.9599999999999912,1.359999999999991,90.0
2304,2020-07-11,Premier Health Bike Park,1,0.1,1.0599999999999912,1.059999999999991,89.2
2317,2020-07-12,Premier Health Bike Park,1,0.04,0.17999999999999114,1.099999999999991,87.8
2329,2020-07-13,Premier Health Bike Park,1,0.0,0.13999999999999113,1.099999999999991,86.6
2340,2020-07-14,Premier Health Bike Park,1,0.0,0.03999999999999112,0.17999999999999092,86.4
2353,2020-07-15,Premier Health Bike Park,1,0.0,0.0,0.1399999999999909,87.0
2364,2020-07-16,Premier Health Bike Park,1,0.0,0.0,0.0399999999999909,87.2
2381,2020-07-17,Premier Health Bike Park,1,0.0,0.0,0.0,88.0
2393,2020-07-18,Premier Health Bike Park,1,0.0,0.0,0.0,89.6
2400,2020-07-19,Premier Health Bike Park,0,0.73,0.7299999999999911,0.7299999999999909,90.8
2414,2020-07-20,Premier Health Bike Park,1,0.0,0.7299999999999911,0.7299999999999909,91.0
2424,2020-07-21,Premier Health Bike Park,1,0.0,0.7299999999999911,0.7299999999999909,91.6
2437,2020-07-22,Premier Health Bike Park,0,1.44,1.439999999999991,2.169999999999991,90.4
2448,2020-07-23,Premier Health Bike Park,0,0.89,2.329999999999991,3.0599999999999907,88.8
2465,2020-07-24,Premier Health Bike Park,0,0.0,2.329999999999991,2.3299999999999907,87.6
2472,2020-07-25,Premier Health Bike Park,1,0.0,0.8899999999999911,2.3299999999999907,87.2
2489,2020-07-26,Premier Health Bike Park,1,0.0,0.0,2.3299999999999907,87.4
2501,2020-07-27,Premier Health Bike Park,1,0.21,0.2099999999999911,1.099999999999991,89.0
2508,2020-07-28,Premier Health Bike Park,1,0.0,0.2099999999999911,0.2099999999999909,89.2
2520,2020-07-29,Premier Health Bike Park,1,0.0,0.2099999999999911,0.2099999999999909,89.4
2532,2020-07-30,Premier Health Bike Park,0,2.0,1.9999999999999911,2.209999999999991,87.2
2545,2020-07-31,Premier Health Bike Park,0,0.02,2.019999999999991,2.229999999999991,84.8
2557,2020-08-01,Premier Health Bike Park,0,1.29,3.309999999999991,3.309999999999991,83.6
2568,2020-08-02,Premier Health Bike Park,0,0.03,1.3399999999999912,3.339999999999991,82.4
2581,2020-08-03,Premier Health Bike Park,0,0.04,1.3599999999999912,3.379999999999991,80.8
2593,2020-08-04,Premier Health Bike Park,0,0.0,0.06999999999999112,1.3799999999999912,80.8
2609,2020-08-05,Premier Health Bike Park,1,0.0,0.03999999999999112,1.3599999999999912,80.2
2616,2020-08-06,Premier Health Bike Park,1,0.0,0.0,0.06999999999999112,79.2
2633,2020-08-07,Premier Health Bike Park,1,0.0,0.0,0.03999999999999112,79.6
2640,2020-08-08,Premier Health Bike Park,1,0.0,0.0,0.0,80.2
2652,2020-08-09,Premier Health Bike Park,1,0.0,0.0,0.0,82.6
2664,2020-08-10,Premier Health Bike Park,1,0.29,0.2899999999999911,0.2899999999999911,83.8
2677,2020-08-11,Premier Health Bike Park,0,0.01,0.2999999999999911,0.2999999999999911,84.6
2691,2020-08-12,Premier Health Bike Park,1,0.0,0.2999999999999911,0.2999999999999911,85.4
2700,2020-08-13,Premier Health Bike Park,1,0.0,0.009999999999991118,0.2999999999999911,86.2
2712,2020-08-14,Premier Health Bike Park,1,0.02,0.01999999999999112,0.31999999999999107,84.6
2724,2020-08-15,Premier Health Bike Park,1,0.0,0.01999999999999112,0.029999999999991117,85.6
2737,2020-08-16,Premier Health Bike Park,1,0.1,0.11999999999999113,0.11999999999999111,86.0
2748,2020-08-17,Premier Health Bike Park,1,0.0,0.09999999999999112,0.11999999999999111,86.0
2760,2020-08-18,Premier Health Bike Park,0,1.07,1.1699999999999913,1.189999999999991,82.8
2773,2020-08-19,Premier Health Bike Park,1,0.0,1.0699999999999912,1.1699999999999913,82.4
2785,2020-08-20,Premier Health Bike Park,1,0.0,1.0699999999999912,1.1699999999999913,81.2
2796,2020-08-21,Premier Health Bike Park,1,0.0,0.0,1.0699999999999914,81.0
2809,2020-08-22,Premier Health Bike Park,1,0.05,0.04999999999999112,1.1199999999999914,79.4
2820,2020-08-23,Premier Health Bike Park,1,0.0,0.04999999999999112,0.04999999999999112,81.8
2837,2020-08-24,Premier Health Bike Park,1,0.0,0.04999999999999112,0.04999999999999112,83.2
2849,2020-08-25,Premier Health Bike Park,1,0.18,0.1799999999999911,0.2299999999999911,85.0
2856,2020-08-26,Premier Health Bike Park,1,0.0,0.1799999999999911,0.2299999999999911,86.0
2870,2020-08-27,Premier Health Bike Park,1,0.0,0.1799999999999911,0.1799999999999911,87.6
2880,2020-08-28,Premier Health Bike Park,0,0.31,0.3099999999999911,0.4899999999999911,87.2
2897,2020-08-29,Premier Health Bike Park,1,0.0,0.3099999999999911,0.4899999999999911,87.0
2904,2020-08-30,Premier Health Bike Park,1,0.0,0.3099999999999911,0.3099999999999911,85.0
2926,2020-08-31,Premier Health Bike Park,1,0.0,0.0,0.3099999999999911,83.2
2931,2020-09-01,Premier Health Bike Park,1,0.0,0.0,0.3099999999999911,82.8
2940,2020-09-02,Premier Health Bike Park,0,0.62,0.6199999999999911,0.6199999999999911,82.6
2952,2020-09-03,Premier Health Bike Park,0,0.53,1.149999999999991,1.149999999999991,82.2
2964,2020-09-04,Premier Health Bike Park,1,0.0,1.149999999999991,1.149999999999991,82.0
2976,2020-09-05,Premier Health Bike Park,1,0.0,0.5299999999999911,1.149999999999991,82.0
2988,2020-09-06,Premier Health Bike Park,1,0.0,0.0,1.149999999999991,81.4
3001,2020-09-07,Premier Health Bike Park,1,0.0,0.0,0.5299999999999911,82.0
3012,2020-09-08,Premier Health Bike Park,1,0.0,0.0,0.0,82.4
3029,2020-09-09,Premier Health Bike Park,1,0.0,0.0,0.0,84.0
3036,2020-09-10,Premier Health Bike Park,1,0.0,0.0,0.0,86.0
3053,2020-09-11,Premier Health Bike Park,1,0.0,0.0,0.0,84.4
3065,2020-09-12,Premier Health Bike Park,1,0.24,0.2399999999999911,0.2399999999999911,84.2
3072,2020-09-13,Premier Health Bike Park,1,0.0,0.2399999999999911,0.2399999999999911,83.0
3089,2020-09-14,Premier Health Bike Park,1,0.0,0.2399999999999911,0.2399999999999911,81.2
3096,2020-09-15,Premier Health Bike Park,1,0.0,0.0,0.2399999999999911,77.8
3113,2020-09-16,Premier Health Bike Park,1,0.0,0.0,0.2399999999999911,78.6
3125,2020-09-17,Premier Health Bike Park,1,0.0,0.0,0.0,78.2
3132,2020-09-18,Premier Health Bike Park,1,0.0,0.0,0.0,76.0
3144,2020-09-19,Premier Health Bike Park,1,0.0,0.0,0.0,74.0
3156,2020-09-20,Premier Health Bike Park,1,0.0,0.0,0.0,74.0
3173,2020-09-21,Premier Health Bike Park,1,0.0,0.0,0.0,73.2
3185,2020-09-22,Premier Health Bike Park,1,0.0,0.0,0.0,71.8
3192,2020-09-23,Premier Health Bike Park,1,0.0,0.0,0.0,73.0
3205,2020-09-24,Premier Health Bike Park,1,0.0,0.0,0.0,74.4
3216,2020-09-25,Premier Health Bike Park,1,0.0,0.0,0.0,75.6
3228,2020-09-26,Premier Health Bike Park,1,0.0,0.0,0.0,76.4
3240,2020-09-27,Premier Health Bike Park,1,0.0,0.0,0.0,77.2
3257,2020-09-28,Premier Health Bike Park,0,0.24,0.2399999999999911,0.2399999999999911,76.6
3264,2020-09-29,Premier Health Bike Park,0,0.0,0.2399999999999911,0.2399999999999911,74.2
3281,2020-09-30,Premier Health Bike Park,1,0.0,0.2399999999999911,0.2399999999999911,73.4
3293,2020-10-01,Premier Health Bike Park,1,0.01,0.009999999999991118,0.24999999999999112,71.8
3300,2020-10-02,Premier Health Bike Park,1,0.0,0.009999999999991118,0.24999999999999112,68.6
3313,2020-10-03,Premier Health Bike Park,1,0.0,0.009999999999991118,0.009999999999991118,67.4
3324,2020-10-04,Premier Health Bike Park,1,0.07,0.06999999999999112,0.07999999999999112,68.6
3337,2020-10-05,Premier Health Bike Park,1,0.0,0.06999999999999112,0.07999999999999112,66.2
3348,2020-10-06,Premier Health Bike Park,1,0.0,0.06999999999999112,0.06999999999999112,66.8
3365,2020-10-07,Premier Health Bike Park,1,0.0,0.0,0.06999999999999112,71.0
3372,2020-10-08,Premier Health Bike Park,1,0.0,0.0,0.06999999999999112,73.2
3389,2020-10-09,Premier Health Bike Park,1,0.0,0.0,0.0,75.4
3401,2020-10-10,Premier Health Bike Park,1,0.0,0.0,0.0,77.2
3408,2020-10-11,Premier Health Bike Park,1,0.02,0.01999999999999112,0.01999999999999112,77.6
3425,2020-10-12,Premier Health Bike Park,1,0.12,0.1399999999999911,0.1399999999999911,76.2
3432,2020-10-13,Premier Health Bike Park,0,0.0,0.13999999999999113,0.13999999999999113,74.4
3444,2020-10-14,Premier Health Bike Park,1,0.0,0.11999999999999111,0.13999999999999113,73.6
3456,2020-10-15,Premier Health Bike Park,0,0.11,0.10999999999999112,0.24999999999999112,72.0
3473,2020-10-16,Premier Health Bike Park,0,0.0,0.10999999999999112,0.22999999999999113,68.8
3480,2020-10-17,Premier Health Bike Park,1,0.0,0.10999999999999112,0.10999999999999112,66.2
3497,2020-10-18,Premier Health Bike Park,0,0.08,0.07999999999999112,0.18999999999999112,64.6
3509,2020-10-19,Premier Health Bike Park,0,1.38,1.459999999999991,1.569999999999991,61.0
3516,2020-10-20,Premier Health Bike Park,0,0.28,1.739999999999991,1.7399999999999909,60.2
3533,2020-10-21,Premier Health Bike Park,0,0.0,1.659999999999991,1.7399999999999909,62.8
3540,2020-10-22,Premier Health Bike Park,0,0.0,0.27999999999999114,1.7399999999999909,66.2
3557,2020-10-23,Premier Health Bike Park,0,0.12,0.11999999999999111,1.779999999999991,70.0
3569,2020-10-24,Premier Health Bike Park,0,0.0,0.11999999999999111,0.39999999999999114,68.6
3576,2020-10-25,Premier Health Bike Park,0,0.03,0.1499999999999911,0.1499999999999911,67.4
3588,2020-10-26,Premier Health Bike Park,0,0.03,0.059999999999991116,0.1799999999999911,63.4
3600,2020-10-27,Premier Health Bike Park,0,0.01,0.06999999999999111,0.18999999999999112,57.8
3617,2020-10-28,Premier Health Bike Park,0,0.22,0.2599999999999911,0.28999999999999115,52.8
3629,2020-10-29,Premier Health Bike Park,0,1.93,2.1599999999999913,2.219999999999991,53.2
3636,2020-10-30,Premier Health Bike Park,0,0.0,2.1499999999999915,2.1899999999999915,52.4
3653,2020-10-31,Premier Health Bike Park,0,0.0,1.929999999999991,2.1599999999999913,53.6
3660,2020-11-01,Premier Health Bike Park,0,0.0,0.0,2.1499999999999915,53.6
3673,2020-11-02,Premier Health Bike Park,0,0.0,0.0,1.929999999999991,52.8
3685,2020-11-03,Premier Health Bike Park,1,0.0,0.0,0.0,54.8
3696,2020-11-04,Premier Health Bike Park,1,0.0,0.0,0.0,59.0
3709,2020-11-05,Premier Health Bike Park,1,0.0,0.0,0.0,60.8
3721,2020-11-06,Premier Health Bike Park,1,0.0,0.0,0.0,64.2
3737,2020-11-07,Premier Health Bike Park,1,0.0,0.0,0.0,69.0
3744,2020-11-08,Premier Health Bike Park,1,0.0,0.0,0.0,72.0
3761,2020-11-09,Premier Health Bike Park,1,0.0,0.0,0.0,73.6
3768,2020-11-10,Premier Health Bike Park,1,0.16,0.15999999999999112,0.15999999999999112,76.4
3780,2020-11-11,Premier Health Bike Park,0,0.53,0.6899999999999912,0.6899999999999912,76.0
3792,2020-11-12,Premier Health Bike Park,0,0.0,0.6899999999999912,0.6899999999999912,72.2
3805,2020-11-13,Premier Health Bike Park,1,0.0,0.5299999999999911,0.6899999999999912,68.2
3819,2020-11-14,Premier Health Bike Park,1,0.0,0.0,0.6899999999999912,63.6
3828,2020-11-15,Premier Health Bike Park,0,0.35,0.3499999999999911,0.8799999999999911,60.0
3840,2020-11-16,Premier Health Bike Park,0,0.0,0.3499999999999911,0.3499999999999911,57.2
3852,2020-11-17,Premier Health Bike Park,1,0.0,0.3499999999999911,0.3499999999999911,55.4
3865,2020-11-18,Premier Health Bike Park,1,0.0,0.0,0.3499999999999911,53.2
3876,2020-11-19,Premier Health Bike Park,1,0.0,0.0,0.3499999999999911,54.8
3888,2020-11-20,Premier Health Bike Park,1,0.04,0.03999999999999112,0.03999999999999112,55.0
3901,2020-11-21,Premier Health Bike Park,0,0.11,0.1499999999999911,0.1499999999999911,55.4
3912,2020-11-22,Premier Health Bike Park,0,0.22,0.3699999999999911,0.3699999999999911,57.0
3929,2020-11-23,Premier Health Bike Park,0,0.0,0.3299999999999912,0.3699999999999911,57.4
3936,2020-11-24,Premier Health Bike Park,0,0.0,0.21999999999999115,0.3699999999999911,54.4
3953,2020-11-25,Premier Health Bike Park,0,1.37,1.3699999999999912,1.6999999999999913,53.6
3965,2020-11-26,Premier Health Bike Park,0,0.0,1.3699999999999912,1.5899999999999912,53.0
3972,2020-11-27,Premier Health Bike Park,0,0.0,1.3699999999999912,1.3699999999999912,53.4
3989,2020-11-28,Premier Health Bike Park,0,0.0,0.0,1.3699999999999912,53.4
3996,2020-11-29,Premier Health Bike Park,0,0.0,0.0,1.3699999999999912,54.4
4013,2020-11-30,Premier Health Bike Park,0,2.17,2.169999999999991,2.169999999999991,52.0
4025,2020-12-01,Premier Health Bike Park,0,0.22,2.3899999999999912,2.3899999999999912,47.8
4032,2020-12-02,Premier Health Bike Park,0,0.0,2.3899999999999912,2.3899999999999912,45.0
4044,2020-12-03,Premier Health Bike Park,0,0.0,0.21999999999999112,2.3899999999999912,43.2
4056,2020-12-04,Premier Health Bike Park,0,0.0,0.0,2.3899999999999912,41.6
4073,2020-12-05,Premier Health Bike Park,0,0.0,0.0,0.21999999999999112,41.4
4085,2020-12-06,Premier Health Bike Park,0,0.0,0.0,0.0,43.0
4092,2020-12-07,Premier Health Bike Park,0,0.0,0.0,0.0,41.6
4109,2020-12-08,Premier Health Bike Park,1,0.0,0.0,0.0,40.6
4116,2020-12-09,Premier Health Bike Park,1,0.0,0.0,0.0,42.6
4129,2020-12-10,Premier Health Bike Park,1,0.0,0.0,0.0,45.4
4141,2020-12-11,Premier Health Bike Park,1,0.0,0.0,0.0,50.2
4152,2020-12-12,Premier Health Bike Park,0,0.06,0.059999999999991116,0.059999999999991116,55.6
4165,2020-12-13,Premier Health Bike Park,0,0.0,0.059999999999991116,0.059999999999991116,57.0
4176,2020-12-14,Premier Health Bike Park,0,0.0,0.059999999999991116,0.059999999999991116,53.8
4193,2020-12-15,Premier Health Bike Park,0,0.0,0.0,0.059999999999991116,49.2
4205,2020-12-16,Premier Health Bike Park,0,1.18,1.179999999999991,1.239999999999991,43.6
4212,2020-12-17,Premier Health Bike Park,0,0.11,1.2899999999999912,1.2899999999999912,38.0
4226,2020-12-18,Premier Health Bike Park,0,0.0,1.2899999999999912,1.2899999999999912,37.2
4236,2020-12-19,Premier Health Bike Park,0,0.11,0.21999999999999112,1.399999999999991,37.8
4249,2020-12-20,Premier Health Bike Park,0,0.09,0.19999999999999113,1.489999999999991,39.6
4260,2020-12-21,Premier Health Bike Park,0,0.0,0.19999999999999113,0.3099999999999911,41.6
4277,2020-12-22,Premier Health Bike Park,0,0.0,0.08999999999999111,0.19999999999999113,43.8
4284,2020-12-23,Premier Health Bike Park,0,0.07,0.06999999999999112,0.26999999999999114,47.8
4301,2020-12-24,Premier Health Bike Park,0,0.26,0.32999999999999113,0.41999999999999116,48.8
4313,2020-12-25,Premier Health Bike Park,0,0.1,0.42999999999999117,0.42999999999999117,43.2
4320,2020-12-26,Premier Health Bike Park,0,0.0,0.3599999999999911,0.42999999999999117,41.4
4332,2020-12-27,Premier Health Bike Park,0,0.0,0.09999999999999112,0.42999999999999117,43.0
4344,2020-12-28,Premier Health Bike Park,0,0.0,0.0,0.3599999999999911,41.6
4357,2020-12-29,Premier Health Bike Park,0,0.0,0.0,0.09999999999999112,39.6
4369,2020-12-30,Premier Health Bike Park,0,0.79,0.7899999999999912,0.7899999999999912,47.4
4380,2020-12-31,Premier Health Bike Park,0,0.29,1.0799999999999912,1.0799999999999912,46.8
4393,2021-01-01,Premier Health Bike Park,0,1.19,2.269999999999991,2.269999999999991,46.8
4405,2021-01-02,Premier Health Bike Park,0,0.0,1.479999999999991,2.269999999999991,45.4
4421,2021-01-03,Premier Health Bike Park,0,0.0,1.189999999999991,2.269999999999991,45.4
4428,2021-01-04,Premier Health Bike Park,0,0.0,0.0,1.479999999999991,42.8
4445,2021-01-05,Premier Health Bike Park,0,0.03,0.029999999999991117,1.219999999999991,43.8
4452,2021-01-06,Premier Health Bike Park,0,0.0,0.029999999999991117,0.029999999999991117,40.8
4464,2021-01-07,Premier Health Bike Park,0,0.0,0.029999999999991117,0.029999999999991117,39.6
4476,2021-01-08,Premier Health Bike Park,0,0.0,0.0,0.029999999999991117,38.8
4489,2021-01-09,Premier Health Bike Park,0,0.0,0.0,0.029999999999991117,37.0
4503,2021-01-10,Premier Health Bike Park,0,0.0,0.0,0.0,36.6
4512,2021-01-11,Premier Health Bike Park,0,0.0,0.0,0.0,35.0
4524,2021-01-12,Premier Health Bike Park,0,0.0,0.0,0.0,34.0
4536,2021-01-13,Premier Health Bike Park,0,0.0,0.0,0.0,36.6
4549,2021-01-14,Premier Health Bike Park,0,0.0,0.0,0.0,39.6
4560,2021-01-15,Premier Health Bike Park,0,0.19,0.18999999999999112,0.18999999999999112,41.6
4572,2021-01-16,Premier Health Bike Park,0,0.13,0.3199999999999911,0.3199999999999911,42.8
4585,2021-01-17,Premier Health Bike Park,0,0.29000000000000004,0.6099999999999912,0.6099999999999912,43.2
4597,2021-01-18,Premier Health Bike Park,0,0.0,0.41999999999999116,0.6099999999999912,40.6
4608,2021-01-19,Premier Health Bike Park,0,0.0,0.28999999999999115,0.6099999999999912,39.6
4621,2021-01-20,Premier Health Bike Park,0,0.0,0.0,0.41999999999999116,37.8
4632,2021-01-21,Premier Health Bike Park,0,0.0,0.0,0.28999999999999115,40.8
4649,2021-01-22,Premier Health Bike Park,0,0.0,0.0,0.0,41.2
4661,2021-01-23,Premier Health Bike Park,0,0.0,0.0,0.0,41.2
4668,2021-01-24,Premier Health Bike Park,0,0.24000000000000002,0.23999999999999114,0.23999999999999114,38.8
4682,2021-01-25,Premier Health Bike Park,0,0.51,0.7499999999999911,0.7499999999999911,38.2
4692,2021-01-26,Premier Health Bike Park,0,0.03,0.7799999999999911,0.7799999999999911,37.0
4709,2021-01-27,Premier Health Bike Park,0,2.03,2.569999999999991,2.8099999999999907,36.2
4716,2021-01-28,Premier Health Bike Park,0,0.0,2.0599999999999907,2.809999999999991,35.4
4738,2021-01-29,Premier Health Bike Park,0,0.0,2.029999999999991,2.569999999999991,35.8
4743,2021-01-30,Premier Health Bike Park,0,1.9400000000000002,1.9399999999999913,3.999999999999991,36.2
4752,2021-01-31,Premier Health Bike Park,0,1.21,3.1499999999999915,5.179999999999992,35.2
4764,2021-02-01,Premier Health Bike Park,0,2.4000000000000004,5.549999999999992,5.549999999999992,34.8
4776,2021-02-02,Premier Health Bike Park,0,0.0,3.6099999999999914,5.549999999999992,35.4
4788,2021-02-03,Premier Health Bike Park,0,0.0,2.3999999999999915,5.549999999999992,35.6
4800,2021-02-04,Premier Health Bike Park,0,0.14,0.13999999999999113,3.749999999999992,36.0
4813,2021-02-05,Premier Health Bike Park,0,0.0,0.13999999999999113,2.539999999999992,35.6
4824,2021-02-06,Premier Health Bike Park,0,0.0,0.13999999999999113,0.13999999999999158,36.8
4841,2021-02-07,Premier Health Bike Park,0,0.1,0.09999999999999112,0.23999999999999158,35.8
4848,2021-02-08,Premier Health Bike Park,0,6.0200000000000005,6.119999999999991,6.259999999999992,36.0
4865,2021-02-09,Premier Health Bike Park,0,4.319999999999999,10.43999999999999,10.43999999999999,34.2
4877,2021-02-10,Premier Health Bike Park,0,3.39,13.729999999999992,13.829999999999991,31.2
4884,2021-02-11,Premier Health Bike Park,0,0.2,7.90999999999999,14.029999999999992,28.8
4901,2021-02-12,Premier Health Bike Park,0,0.21000000000000002,3.7999999999999914,14.139999999999992,29.6
4908,2021-02-13,Premier Health Bike Park,1,0.0,0.40999999999999115,8.11999999999999,27.4
4925,2021-02-14,Premier Health Bike Park,1,0.0,0.20999999999999114,3.7999999999999914,26.8
4937,2021-02-15,Premier Health Bike Park,0,4.12,4.119999999999991,4.529999999999991,26.4
4944,2021-02-16,Premier Health Bike Park,0,0.63,4.749999999999991,4.959999999999991,25.2
4956,2021-02-17,Premier Health Bike Park,0,0.32,5.069999999999991,5.069999999999991,23.4
4968,2021-02-18,Premier Health Bike Park,0,1.79,2.7399999999999913,6.859999999999991,23.8
4985,2021-02-19,Premier Health Bike Park,0,0.0,2.1099999999999914,6.859999999999991,23.8
4997,2021-02-20,Premier Health Bike Park,1,0.0,1.7899999999999912,2.7399999999999913,26.2
5004,2021-02-21,Premier Health Bike Park,1,0.0,0.0,2.1099999999999914,30.6
5021,2021-02-22,Premier Health Bike Park,0,0.04,0.03999999999999112,1.8299999999999912,35.2
5028,2021-02-23,Premier Health Bike Park,0,0.0,0.03999999999999112,0.03999999999999112,40.4
5041,2021-02-24,Premier Health Bike Park,0,0.03,0.06999999999999112,0.06999999999999112,47.8
5053,2021-02-25,Premier Health Bike Park,0,0.0,0.029999999999991117,0.06999999999999112,50.6
5064,2021-02-26,Premier Health Bike Park,0,0.03,0.059999999999991116,0.09999999999999112,51.4
5077,2021-02-27,Premier Health Bike Park,0,0.03,0.059999999999991116,0.08999999999999111,54.0
5088,2021-02-28,Premier Health Bike Park,0,2.08,2.1399999999999912,2.169999999999991,55.4
5105,2021-03-01,Premier Health Bike Park,0,0.0,2.1099999999999914,2.1399999999999912,53.0
5117,2021-03-02,Premier Health Bike Park,0,0.0,2.079999999999991,2.1399999999999912,52.8
5124,2021-03-03,Premier Health Bike Park,0,0.0,0.0,2.109999999999991,56.0
5138,2021-03-04,Premier Health Bike Park,0,0.0,0.0,2.079999999999991,54.6
5148,2021-03-05,Premier Health Bike Park,0,0.0,0.0,0.0,52.0
5161,2021-03-06,Premier Health Bike Park,0,0.0,0.0,0.0,51.0
5172,2021-03-07,Premier Health Bike Park,0,0.0,0.0,0.0,52.0
5189,2021-03-08,Premier Health Bike Park,0,0.0,0.0,0.0,52.6
5196,2021-03-09,Premier Health Bike Park,0,0.0,0.0,0.0,55.6
5213,2021-03-10,Premier Health Bike Park,1,0.0,0.0,0.0,60.2
5225,2021-03-11,Premier Health Bike Park,0,0.57,0.5699999999999911,0.5699999999999911,64.0
5232,2021-03-12,Premier Health Bike Park,1,0.14,0.7099999999999911,0.7099999999999911,66.0
5244,2021-03-13,Premier Health Bike Park,1,0.0,0.7099999999999911,0.7099999999999911,63.4
5256,2021-03-14,Premier Health Bike Park,1,0.0,0.13999999999999113,0.7099999999999911,61.0
5268,2021-03-15,Premier Health Bike Park,1,0.29,0.2899999999999911,0.9999999999999911,55.4
5280,2021-03-16,Premier Health Bike Park,0,0.0,0.2899999999999911,0.4299999999999911,53.6
5297,2021-03-17,Premier Health Bike Park,0,0.12,0.4099999999999911,0.4099999999999911,53.8
5304,2021-03-18,Premier Health Bike Park,0,0.4,0.5199999999999911,0.8099999999999912,54.6
5321,2021-03-19,Premier Health Bike Park,0,0.0,0.5199999999999911,0.8099999999999912,53.6
5333,2021-03-20,Premier Health Bike Park,0,0.0,0.39999999999999114,0.5199999999999911,57.2
5340,2021-03-21,Premier Health Bike Park,0,0.0,0.0,0.5199999999999911,59.0
5357,2021-03-22,Premier Health Bike Park,1,0.0,0.0,0.39999999999999114,60.6
5364,2021-03-23,Premier Health Bike Park,1,0.0,0.0,0.0,63.6
5381,2021-03-24,Premier Health Bike Park,1,0.02,0.01999999999999112,0.01999999999999112,68.4
5393,2021-03-25,Premier Health Bike Park,0,0.47,0.4899999999999911,0.4899999999999911,69.2
5400,2021-03-26,Premier Health Bike Park,0,0.0,0.4899999999999911,0.4899999999999911,68.6
5412,2021-03-27,Premier Health Bike Park,0,0.0,0.4699999999999911,0.4899999999999911,69.2
5424,2021-03-28,Premier Health Bike Park,0,0.88,0.8799999999999911,1.3699999999999912,67.2
5441,2021-03-29,Premier Health Bike Park,1,0.0,0.8799999999999911,1.3499999999999912,64.2
5453,2021-03-30,Premier Health Bike Park,1,0.1,0.9799999999999911,0.9799999999999911,66.0
5460,2021-03-31,Premier Health Bike Park,0,0.24,0.3399999999999911,1.219999999999991,64.8
5472,2021-04-01,Premier Health Bike Park,1,0.01,0.3499999999999911,1.229999999999991,57.8
5484,2021-04-02,Premier Health Bike Park,1,0.0,0.24999999999999112,0.3499999999999911,55.2
5497,2021-04-03,Premier Health Bike Park,1,0.0,0.009999999999991118,0.3499999999999911,56.0
5509,2021-04-04,Premier Health Bike Park,1,0.0,0.0,0.24999999999999112,56.0
5520,2021-04-05,Premier Health Bike Park,1,0.0,0.0,0.009999999999991118,59.8
5533,2021-04-06,Premier Health Bike Park,1,0.0,0.0,0.0,67.6
5544,2021-04-07,Premier Health Bike Park,1,0.0,0.0,0.0,74.2
5561,2021-04-08,Premier Health Bike Park,0,0.02,0.01999999999999112,0.01999999999999112,75.4
